query,query_id,seed,candidate_rank,qmof_id,semantic_score,available_descriptors,availability_mask
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,20,qmof-12544e7,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,21,qmof-d45d958,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,22,qmof-e4ea248,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,23,qmof-a1d1c28,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,24,qmof-27f7861,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,25,qmof-c521538,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,26,qmof-dc694ac,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,27,qmof-7f3735a,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,28,qmof-52e1c67,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,29,qmof-768b4df,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,30,qmof-f817326,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,31,qmof-4d2d076,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,32,qmof-f4d0642,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,33,qmof-c69c808,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,34,qmof-72050a0,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,35,qmof-97a9a72,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,36,qmof-a5ebf1c,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,37,qmof-f343390,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,38,qmof-1c18108,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,39,qmof-c5c5ac9,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,40,qmof-70883fe,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,41,qmof-a144bb5,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,42,qmof-11b275c,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,43,qmof-08f8729,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,44,qmof-e5b1de8,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,45,qmof-b59eb8f,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,46,qmof-3422a7a,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,47,qmof-cc4894a,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,48,qmof-897b9d2,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,49,qmof-be8828b,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,50,qmof-178416a,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,51,qmof-1497a17,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,52,qmof-a498ebd,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,53,qmof-c0771c3,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,54,qmof-71e58ff,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,55,qmof-c7cd5a3,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,56,qmof-a6ae0f1,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,57,qmof-ade80fa,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,58,qmof-a7dd0ac,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,59,qmof-8cdca87,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,60,qmof-67719b6,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,61,qmof-fb99880,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,62,qmof-534e40b,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,63,qmof-0b83e38,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,64,qmof-44ae5b4,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,65,qmof-98a7b30,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,66,qmof-ed8a8ec,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,67,qmof-9ffff52,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,68,qmof-2a38a87,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,69,qmof-fa0c5a7,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,70,qmof-b2d2ac6,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,71,qmof-d53eb5d,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,72,qmof-c8fe486,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,73,qmof-a95989e,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,74,qmof-ae67161,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,75,qmof-f429f3b,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,76,qmof-fe0852c,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,77,qmof-f6a044d,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,78,qmof-08db645,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,79,qmof-1eb514c,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,80,qmof-e8bc912,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,81,qmof-334586a,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,82,qmof-2157a06,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,83,qmof-547262c,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,84,qmof-5602d5c,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,85,qmof-95de001,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,86,qmof-de74ec5,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,87,qmof-544348b,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,88,qmof-08ed257,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,89,qmof-43f07bb,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,90,qmof-77a1ed6,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,91,qmof-cf999a5,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,92,qmof-7a361fd,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,93,qmof-a048e74,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,94,qmof-f2e90e4,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,95,qmof-99d6026,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,96,qmof-cbf7280,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,97,qmof-74f2403,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,98,qmof-6492d35,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,99,qmof-d843630,0.65,semantic;band_gap;density;stability,1|1|1|1
balanced stable MOF candidates for general materials discovery,q4_balanced_discovery,44,100,qmof-d280801,0.65,semantic;band_gap;density;stability,1|1|1|1
